id,username,owner_id,profile_pic_url,text,created_at
18005239817293960,ygfffhgfc,60886465806,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=1&_nc_ohc=s1E5_17ApE4AX-pukVx&edm=ANct6CgBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfC-MlXYW1GatKfQJujSejtU1Udtdi6k8kfPmw3OlCZgrA&oe=6547A34F&_nc_sid=e9e035,@rohitanshpahuja Dhoom,1698745736
17975796131421080,utka.rsh_9140,45809939772,https://instagram.fpnq7-2.fna.fbcdn.net/v/t51.2885-19/395321182_2068485473506034_2644697394132566448_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=4TPJpnNctOYAX8EWoXS&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfDPyCM_zKKpPdACHAHjvQEezxuRyolk-yYMPngO7JHa5A&oe=6546EF56&_nc_sid=0985b0,Chutiya 😂,1698751371
17999435576039988,expecting_unexpected07,61274029594,https://instagram.fpnq7-6.fna.fbcdn.net/v/t51.2885-19/367079918_960656851906588_62429905760778461_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-6.fna.fbcdn.net&_nc_cat=104&_nc_ohc=dzqgAno1vKoAX8nZ-0L&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfDcIC_Dy2QX_xk_xHMpa1vtXyShcpmpsMmj8vFu3HbUpg&oe=65478D36&_nc_sid=0985b0,@manas_kumar_7577 teri maa chudi huyi hai iska mtlb hai ni ki sabhi ka tere wala haal hai,1698759196
17955541136566713,gautamjangid0000,5578224804,https://instagram.fpnq7-3.fna.fbcdn.net/v/t51.2885-19/100482151_641004696490789_5732172265022291968_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-3.fna.fbcdn.net&_nc_cat=101&_nc_ohc=wTIqO7kTTboAX92bJqu&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfA86papKxXA9ZhCBQTI9Vf3d0Ky4fG_Yi2ygEmZJVxCBQ&oe=65464D65&_nc_sid=0985b0,@__itzsingh_ Abe chutiye American music ko American music hi bolte hai English music nahi na to ye india hai to ya to Indian music ya fir Indian Punjabi music bolo ... Or hate kisi ke mann me nahi hoti ...hate ye khud paida karte hai khud ki statement se,1698759923
18011273785850977,kuldeep_sh4rm4,45321272393,https://instagram.fpnq7-6.fna.fbcdn.net/v/t51.2885-19/392939751_357700140030916_7078836180531850464_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-6.fna.fbcdn.net&_nc_cat=104&_nc_ohc=6VqzuOEK5vEAX-hClNI&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfBtqTWffBH2rcHBgFV_o07kr2wGcbQzAZrxbxsynl7uew&oe=6546BA77&_nc_sid=0985b0,@dxbaltaf  sahi kha 😂😂,1698761914
17984573135294057,urz_bains,55088365307,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=1&_nc_ohc=s1E5_17ApE4AX-pukVx&edm=ANct6CgBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfC-MlXYW1GatKfQJujSejtU1Udtdi6k8kfPmw3OlCZgrA&oe=6547A34F&_nc_sid=e9e035,❤️❤️❤️,1698762253
18033186289616766,thewalkyri,5663734305,https://instagram.fpnq7-7.fna.fbcdn.net/v/t51.2885-19/394282553_1468810907248134_1773435374751184279_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-7.fna.fbcdn.net&_nc_cat=106&_nc_ohc=iY8xZn7ntiIAX851XeE&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfBXo9WGiqt9GxrtXxSkGp7Bi0JSEr1rchdIFJxbhX2ZPA&oe=65464BA7&_nc_sid=0985b0,"@shobhit.loaded bhai are U "" thoda sa BKL""",1698766241
17910594344770475,thewalkyri,5663734305,https://instagram.fpnq7-7.fna.fbcdn.net/v/t51.2885-19/394282553_1468810907248134_1773435374751184279_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-7.fna.fbcdn.net&_nc_cat=106&_nc_ohc=iY8xZn7ntiIAX851XeE&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfBXo9WGiqt9GxrtXxSkGp7Bi0JSEr1rchdIFJxbhX2ZPA&oe=65464BA7&_nc_sid=0985b0,@ananthaax bhai are u thoda sa BkL,1698766269
17998423619205347,harivanshg,41455161720,https://instagram.fpnq7-6.fna.fbcdn.net/v/t51.2885-19/277113141_1844036512456648_1564416146073757065_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-6.fna.fbcdn.net&_nc_cat=104&_nc_ohc=dDVBxJ3i4PoAX89wu0y&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfCxTvsEIv8JAiIHwqK4cfum-dC3ipah74OJuRv4Me56yA&oe=65478365&_nc_sid=0985b0,Full hate from Lucknow 😂🙌🏻,1698770077
18024433096771261,trending_jhotta5911,60901937781,https://instagram.fpnq7-2.fna.fbcdn.net/v/t51.2885-19/387792573_699092758437920_8846278619834489318_n.jpg?stp=dst-jpg_s150x150&cb=d185f762-f577f03c&efg=e30&_nc_ht=instagram.fpnq7-2.fna.fbcdn.net&_nc_cat=108&_nc_ohc=aS1nsC754aUAX9SRPRp&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfBFeC9wA04M9kGXAgRSa6G165pbj8hs9ws7CTfv1_KMMA&oe=6547752E&_nc_sid=0985b0,@rockmike29 oyee lodu moot ki over dose ho gayi kya😂😂😂 once a andhbhakt always a andhbhakt gobar ki overdose ka shikar be 😂😂 bhaiyeee 😂moot pi sath mein teri sari pushte kharid lege😂😂😂 baat toh naa kar😂😂😂,1698771458
